,redshift,Xe_H,Xe_He,Xe,T_matter
391,6090.0,1.0,0.0795133856495,1.13474478613,16597.975
392,6080.0,1.0,0.0795133856495,1.13373475284,16570.725
393,6070.0,1.0,0.0795133856495,1.13269957705,16543.475
394,6060.0,1.0,0.0795133856495,1.13164018349,16516.225
395,6050.0,1.0,0.0795133856495,1.13055763684,16488.975
396,6040.0,1.0,0.0795133856495,1.12945314183,16461.725
397,6030.0,1.0,0.0795133856495,1.12832804187,16434.475
398,6020.0,1.0,0.0795133856495,1.12718381622,16407.225
399,6010.0,1.0,0.0795133856495,1.12602207543,16379.975
400,6000.0,1.0,0.0795133856495,1.1248445552,16352.725
401,5990.0,1.0,0.0795133856495,1.12365310861,16325.475
402,5980.0,1.0,0.0795133856495,1.12244969671,16298.225
403,5970.0,1.0,0.0795133856495,1.12123637755,16270.975
404,5960.0,1.0,0.0795133856495,1.12001529381,16243.725
405,5950.0,1.0,0.0795133856495,1.11878865908,16216.475
406,5940.0,1.0,0.0795133856495,1.11755874298,16189.225
407,5930.0,1.0,0.0795133856495,1.11632785531,16161.975
408,5920.0,1.0,0.0795133856495,1.11509832955,16134.725
409,5910.0,1.0,0.0795133856495,1.11387250572,16107.475
410,5900.0,1.0,0.0795133856495,1.11265271309,16080.225
411,5890.0,1.0,0.0795133856495,1.11144125287,16052.975
412,5880.0,1.0,0.0795133856495,1.11024038118,16025.725
413,5870.0,1.0,0.0795133856495,1.10905229257,15998.475
414,5860.0,1.0,0.0795133856495,1.10787910431,15971.225
415,5850.0,1.0,0.0795133856495,1.10672284168,15943.975
416,5840.0,1.0,0.0795133856495,1.1055854246,15916.725
417,5830.0,1.0,0.0795133856495,1.10446865547,15889.475
418,5820.0,1.0,0.0795133856495,1.10337420879,15862.225
419,5810.0,1.0,0.0795133856495,1.10230362227,15834.975
420,5800.0,1.0,0.0795133856495,1.1012582898,15807.725
421,5790.0,1.0,0.0795133856495,1.10023945619,15780.475
422,5780.0,1.0,0.0795133856495,1.09924821365,15753.225
423,5770.0,1.0,0.0795133856495,1.09828550008,15725.975
424,5760.0,1.0,0.0795133856495,1.0973520991,15698.725
425,5750.0,1.0,0.0795133856495,1.09644864157,15671.475
426,5740.0,1.0,0.0795133856495,1.09557560871,15644.225
427,5730.0,1.0,0.0795133856495,1.09473333655,15616.975
428,5720.0,1.0,0.0795133856495,1.09392202152,15589.725
429,5710.0,1.0,0.0795133856495,1.09314172717,15562.475
430,5700.0,1.0,0.0795133856495,1.09239239171,15535.225
431,5690.0,1.0,0.0795133856495,1.09167383621,15507.975
432,5680.0,1.0,0.0795133856495,1.09098577348,15480.725
433,5670.0,1.0,0.0795133856495,1.09032781709,15453.475
434,5660.0,1.0,0.0795133856495,1.08969949086,15426.225
435,5650.0,1.0,0.0795133856495,1.08910023823,15398.975
436,5640.0,1.0,0.0795133856495,1.08852943165,15371.725
437,5630.0,1.0,0.0795133856495,1.08798638186,15344.475
438,5620.0,1.0,0.0795133856495,1.08747034678,15317.225
439,5610.0,1.0,0.0795133856495,1.0869805402,15289.975
440,5600.0,1.0,0.0795133856495,1.08651613989,15262.725
441,5590.0,1.0,0.0795133856495,1.08607629541,15235.475
442,5580.0,1.0,0.0795133856495,1.08566013527,15208.225
443,5570.0,1.0,0.0795133856495,1.08526677365,15180.975
444,5560.0,1.0,0.0795133856495,1.08489531652,15153.725
445,5550.0,1.0,0.0795133856495,1.08454486719,15126.475
